Title,Abstract
World Federation of Societies of Biological Psychiatry (WFSBP) guidelines update 2023 on the pharmacological treatment of eating disorders,"Abstract Objectives This 2023 update of the WFSBP guidelines for the pharmacological treatment of eating disorders (EDs) reflects the latest diagnostic and psychopharmacological progress and the improved WFSBP recommendations for the assessment of the level of evidence (LoE) and the grade of recommendation (GoR). Methods The WFSBP Task Force EDs reviewed the relevant literature and provided a timely grading of the LoE and the GoR. Results In anorexia nervosa (AN), only a limited recommendation (LoE: A; GoR: 2) for olanzapine can be given, because the available evidence is restricted to weight gain, and its effect on psychopathology is less clear. In bulimia nervosa (BN), the current literature prompts a recommendation for fluoxetine (LoE: A; GoR: 1) or topiramate (LoE: A; GoR: 1). In binge-eating disorder (BED), lisdexamfetamine (LDX; LoE: A; GoR: 1) or topiramate (LoE: A; GoR: 1) can be recommended. There is only sparse evidence for the drug treatment of avoidant restrictive food intake disorder (ARFID), pica, and rumination disorder (RD). Conclusion In BN, fluoxetine, and topiramate, and in BED, LDX and topiramate can be recommended. Despite the published evidence, olanzapine and topiramate have not received marketing authorisation for use in EDs from any medicine regulatory agency."
"World Federation of Societies of Biological Psychiatry (WFSBP) guidelines for treatment of anxiety, obsessive-compulsive and posttraumatic stress disorders – Version 3. Part I: Anxiety disorders","Abstract Aim This is the third version of the guideline of the World Federation of Societies of Biological Psychiatry (WFSBP) Task Force for the Pharmacological Treatment of Anxiety, Obsessive–Compulsive and Posttraumatic Stress Disorders (published in 2002, revised in 2008). Method A consensus panel of 33 international experts representing 22 countries developed recommendations based on efficacy and acceptability of available treatments. In total, 1007 RCTs for the treatment of these disorders in adults, adolescents, and children with medications, psychotherapy and other non-pharmacological interventions were evaluated, applying the same rigorous methods that are standard for the assessment of medications. Result This paper, Part I, contains recommendations for the treatment of panic disorder/agoraphobia (PDA), generalised anxiety disorder (GAD), social anxiety disorder (SAD), specific phobias, mixed anxiety disorders in children and adolescents, separation anxiety and selective mutism. Selective serotonin reuptake inhibitors (SSRI) and serotonin-norepinephrine reuptake inhibitors (SNRIs) are first-line medications. Cognitive behavioural therapy (CBT) is the first-line psychotherapy for anxiety disorders. The expert panel also made recommendations for patients not responding to standard treatments and recommendations against interventions with insufficient evidence. Conclusion It is the goal of this initiative to provide treatment guidance for these disorders that has validity throughout the world."
"World Federation of Societies of Biological Psychiatry (WFSBP) guidelines for treatment of anxiety, obsessive-compulsive and posttraumatic stress disorders – Version 3. Part II: OCD and PTSD","Abstract Aim This is the third version of the guideline of the World Federation of Societies of Biological Psychiatry (WFSBP) Task Force for the Pharmacological Treatment of Anxiety, Obsessive–Compulsive and Posttraumatic Stress Disorders which was published in 2002 and revised in 2008. Method A consensus panel of 34 international experts representing 22 countries developed recommendations based on efficacy and acceptability of the treatments. In this version, not only medications but also psychotherapies and other non-pharmacological interventions were evaluated, applying the same rigorous methods that are standard for the assessment of medication treatments. Result The present paper (Part II) contains recommendations based on published randomised controlled trials (RCTs) for the treatment of OCD (n = 291) and PTSD (n = 234) in children, adolescents, and adults. The accompanying paper (Part I) contains the recommendations for the treatment of anxiety disorders. For OCD, first-line treatments are selective serotonin reuptake inhibitors (SSRIs) and cognitive behavioural therapy (CBT). Internet-CBT was also superior to active controls. Several second-line medications are available, including clomipramine. For treatment-resistant cases, several options are available, including augmentation of SSRI treatment with antipsychotics and other drugs. Other non-pharmacological treatments, including repetitive transcranial magnetic stimulation (rTMS), deep brain stimulation (DBS) and others were also evaluated. For PTSD, SSRIs and the SNRI venlafaxine are first-line treatments. CBT is the psychotherapy modality with the best body of evidence. For treatment-unresponsive patients, augmentation of SSRI treatment with antipsychotics may be an option. Conclusion OCD and PTSD can be effectively treated with CBT and medications."
Clinical guidelines for the use of lifestyle-based mental health care in major depressive disorder: World Federation of Societies for Biological Psychiatry (WFSBP) and Australasian Society of Lifestyle Medicine (ASLM) taskforce,"Abstract Objectives The primary objectives of these international guidelines were to provide a global audience of clinicians with (a) a series of evidence-based recommendations for the provision of lifestyle-based mental health care in clinical practice for adults with Major Depressive Disorder (MDD) and (b) a series of implementation considerations that may be applicable across a range of settings. Methods Recommendations and associated evidence-based gradings were based on a series of systematic literature searches of published research as well as the clinical expertise of taskforce members. The focus of the guidelines was eight lifestyle domains: physical activity and exercise, smoking cessation, work-directed interventions, mindfulness-based and stress management therapies, diet, sleep, loneliness and social support, and green space interaction. The following electronic bibliographic databases were searched for articles published prior to June 2020: PubMed, EMBASE, The Cochrane Library (Cochrane Database of Systematic Reviews, Cochrane Central Register of Controlled Trials (CENTRAL), Cochrane Methodology Register), CINAHL, PsycINFO. Evidence grading was based on the level of evidence specific to MDD and risk of bias, in accordance with the World Federation of Societies for Biological Psychiatry criteria. Results Nine recommendations were formed. The recommendations with the highest ratings to improve MDD were the use of physical activity and exercise, relaxation techniques, work-directed interventions, sleep, and mindfulness-based therapies (Grade 2). Interventions related to diet and green space were recommended, but with a lower strength of evidence (Grade 3). Recommendations regarding smoking cessation and loneliness and social support were based on expert opinion. Key implementation considerations included the need for input from allied health professionals and support networks to implement this type of approach, the importance of partnering such recommendations with behaviour change support, and the need to deliver interventions using a biopsychosocial-cultural framework. Conclusions Lifestyle-based interventions are recommended as a foundational component of mental health care in clinical practice for adults with Major Depressive Disorder, where other evidence-based therapies can be added or used in combination. The findings and recommendations of these guidelines support the need for further research to address existing gaps in efficacy and implementation research, especially for emerging lifestyle-based approaches (e.g. green space, loneliness and social support interventions) where data are limited. Further work is also needed to develop innovative approaches for delivery and models of care, and to support the training of health professionals regarding lifestyle-based mental health care."
The World Federation of Societies of Biological Psychiatry guidelines on the assessment and pharmacological treatment of compulsive sexual behaviour disorder,"Abstract Objectives The current guidelines aim to evaluate the role of pharmacological agents in the treatment of patients with compulsive sexual behaviour disorder (CSBD). They are intended for use in clinical practice by clinicians who treat patients with CSBD. Methods An extensive literature search was conducted using the English-language-literature indexed on PubMed and Google Scholar without time limit, supplemented by other sources, including published reviews. Results Each treatment recommendation was evaluated with respect to the strength of evidence for its efficacy, safety, tolerability, and feasibility. Psychoeducation and psychotherapy are first-choice treatments and should always be conducted. The type of medication recommended depended mainly on the intensity of CSBD and comorbid sexual and psychiatric disorders. There are few randomised controlled trials. Although no medications carry formal indications for CSBD, selective-serotonin-reuptake-inhibitors and naltrexone currently constitute the most relevant pharmacological treatments for the treatment of CSBD. In cases of CSBD with comorbid paraphilic disorders, hormonal agents may be indicated, and one should refer to previously published guidelines on the treatment of adults with paraphilic disorders. Specific recommendations are also proposed in case of chemsex behaviour associated with CSBD. Conclusions An algorithm is proposed with different levels of treatment for different categories of patients with CSBD."
"Biological Psychiatry is Dead, Long Live Biological Psychiatry!","The failure of biological psychiatry to deliver on its promises of enlightening the origin of psychiatric disorders and optimizing their treatment is due to invalid theoretical postulates that derive from an outdated conceptualization of human biology. The crisis of biological psychiatry depends on its identification with functional biology. A major contribution of evolutionary biology (the other current of biological thought) is to integrate the study of environmental variables (developmental, interpersonal, and ecological) with those mechanisms that are the field of study of functional biology (genetics, anatomy, and physiology). A new theoretical framework based on the integration of functional and evolutionary explanations can revitalize the crippled field of biological psychiatry."
Unconsidered Issues of Measurement Noninvariance in Biological Psychiatry: A Focus on Biological Phenotypes of Psychopathology,"There is increasing appreciation that certain biological processes may not be equally related to all psychiatric symptoms in a given diagnostic category. Research on the biological phenotyping of psychopathology has begun examining the etiological and treatment implications of identified biotypes; however, little attention has been paid to a critical methodological implication of these results: measurement noninvariance. Measurement invariance is the ability of an instrument to measure the same construct, the same way, across different people, or across different time points for the same individual. If what a measure quantifies differs across different people (e.g., those with or without a particular biotype) or time points, then it is invalid to directly compare means on that measure. Using a running example of inflammatory phenotypes of depression, we first describe the biological phenotyping of psychopathology. Second, we discuss three types of measurement invariance. Third, we demonstrate how differential biology-symptom associations invariably creates measurement noninvariance using a theoretical example and simulated data (for which code is provided). We also show how this issue can lead to false conclusions about the broader diagnostic construct. Finally, we provide several suggestions for addressing these important issues to help advance the field of biological psychiatry."
"Clinical guidelines for the management of treatment-resistant depression: French recommendations from experts, the French Association for Biological Psychiatry and Neuropsychopharmacology and the fondation FondaMental","BackgroundClear guidance for successive antidepressant pharmacological treatments for non-responders in major depression is not well established.MethodBased on the RAND/UCLA Appropriateness Method, the French Association for Biological Psychiatry and Neuropsychopharmacology and the fondation FondaMental developed expert consensus guidelines for the management of treatment-resistant depression. The expert guidelines combine scientific evidence and expert clinicians’ opinions to produce recommendations for treatment-resistant depression. A written survey comprising 118 questions related to highly-detailed clinical presentations was completed on a risk-benefit scale ranging from 0 to 9 by 36 psychiatrist experts in the field of major depression and its treatments. Key-recommendations are provided by the scientific committee after data analysis and interpretation of the results of the survey.ResultsThe scope of these guidelines encompasses the assessment of pharmacological resistance and situations at risk of resistance, as well as the pharmacological and psychological strategies in major depression.ConclusionThe expert consensus guidelines will contribute to facilitate treatment decisions for clinicians involved in the daily assessment and management of treatment-resistant depression across a number of common and complex clinical situations."
Back to Basics: The Importance of Measurement Properties in Biological Psychiatry,"Biological psychiatry is a major funding priority for organizations that fund mental health research (e.g., National Institutes of Health). Despite this, some have argued that the field has fallen short of its considerable promise to meaningfully impact the classification, diagnosis, and treatment of psychopathology. This may be attributable in part to a paucity of research about key measurement properties (""physiometrics"") of biological variables as they are commonly used in biological psychiatry research. Specifically, study designs informed by physiometrics are more likely to be replicable, avoid poor measurement that results in misestimation, and maximize efficiency in terms of time, money, and the number of analyses conducted. This review describes five key physiometric principles (internal consistency, dimensionality, method-specific variance, temporal stability, and temporal specificity), illustrates how lack of understanding about these characteristics imposes meaningful limitations on research, and reviews examples of physiometric studies featuring a variety of popular biological variables to illustrate how this research can be done and substantive conclusions drawn about the variables of interest."
The World Federation of Societies of Biological Psychiatry (WFSBP) 2020 guidelines for the pharmacological treatment of paraphilic disorders,"Abstract Objectives: The primary aim of these guidelines is to evaluate the role of pharmacological agents in the treatment and management of patients with paraphilic disorders, with a focus on the treatment of adult males. Because such treatments are not delivered in isolation, the role of specific psychotherapeutic interventions is also briefly covered. These guidelines are intended for use in clinical practice by clinicians who diagnose and treat patients, including sexual offenders, with paraphilic disorders. The aim of these guidelines is to bring together different views on the appropriate treatment of paraphilic disorders from experts representing different countries in order to aid physicians in clinical decisions and to improve the quality of care. Methods: An extensive literature search was conducted using the English-language-literature indexed on MEDLINE/PubMed (1990−2018 for SSRIs) (1969−2018 for hormonal treatments), supplemented by other sources, including published reviews. Results: Each treatment recommendation was evaluated and discussed with respect to the strength of evidence for its efficacy, safety, tolerability, and feasibility. The type of medication used depends on the severity of the paraphilic disorder and the respective risk of behaviour endangering others. GnRH analogue treatment constitutes the most relevant treatment for patients with severe paraphilic disorders. Conclusions: An algorithm is proposed with different levels of treatment for different categories of paraphilic disorders accompanied by different risk levels."
"Messaging in Biological Psychiatry: Misrepresentations, Their Causes, and Potential Consequences","Abstract Most experts in the field of psychiatry recognize that neuroscience advances have yet to be translated into clinical practice. The main message delivered to laypeople, however, is that mental disorders are brain diseases cured by scientifically designed medications. Here we describe how this misleading message is generated. We summarize the academic studies describing how biomedical observations are often misrepresented in the scientific literature through various forms of data embellishment, publication biases favoring initial and positive studies, improper interpretations, and exaggerated conclusions. These misrepresentations also affect biological psychiatry and are spread through mass media documents. Exacerbated competition, hyperspecialization, and the need to obtain funding for research projects might drive scientists to misrepresent their findings. Moreover, journalists are unaware that initial studies, even when positive and promising, are inherently uncertain. Journalists preferentially cover them and almost never inform the public when those studies are disconfirmed by subsequent research. This explains why reductionist theories about mental health often persist in mass media even though the scientific claims that have been put forward to support them have long been contradicted. These misrepresentations affect the care of patients. Indeed, studies show that a neuro-essentialist conceptualization of mental disorders negatively affects several aspects of stigmatization, reduces the chances of patients’ healing, and overshadows psychotherapeutic and social approaches that have been found effective in alleviating mental suffering. Public information about mental health should avoid these reporting biases and give equal consideration to the biological, psychological, and social aspects of mental health."
Clinical guidelines for the management of depression with specific comorbid psychiatric conditions French recommendations from experts (the French Association for Biological Psychiatry and Neuropsychopharmacology and the fondation FondaMental),"BackgroundRecommendations for pharmacological treatments of major depression with specific comorbid psychiatric conditions are lacking.MethodThe French Association for Biological Psychiatry and Neuropsychopharmacology and the fondation FondaMental developed expert consensus guidelines for the management of depression based on the RAND/UCLA Appropriatneness Method. Recommendations for lines of treatment are provided by the scientific committee after data analysis and interpretation of the results of a survey of 36 psychiatrist experts in the field of major depression and its treatments.ResultsThe expert guidelines combine scientific evidence and expert clinician’s opinion to produce recommendations for major depression with comorbid anxiety disorders, personality disorders or substance use disorders and in geriatric depression.ConclusionThese guidelines provide direction addressing common clinical dilemmas that arise in the pharmacologic treatment of major depression with comorbid psychiatric conditions."
Cerebrospinal fluid and blood biomarkers for neurodegenerative dementias: An update of the Consensus of the Task Force on Biological Markers in Psychiatry of the World Federation of Societies of Biological Psychiatry,"Abstract In the 12 years since the publication of the first Consensus Paper of the WFSBP on biomarkers of neurodegenerative dementias, enormous advancement has taken place in the field, and the Task Force takes now the opportunity to extend and update the original paper. New concepts of Alzheimer’s disease (AD) and the conceptual interactions between AD and dementia due to AD were developed, resulting in two sets for diagnostic/research criteria. Procedures for pre-analytical sample handling, biobanking, analyses and post-analytical interpretation of the results were intensively studied and optimised. A global quality control project was introduced to evaluate and monitor the inter-centre variability in measurements with the goal of harmonisation of results. Contexts of use and how to approach candidate biomarkers in biological specimens other than cerebrospinal fluid (CSF), e.g. blood, were precisely defined. Important development was achieved in neuroimaging techniques, including studies comparing amyloid-β positron emission tomography results to fluid-based modalities. Similarly, development in research laboratory technologies, such as ultra-sensitive methods, raises our hopes to further improve analytical and diagnostic accuracy of classic and novel candidate biomarkers. Synergistically, advancement in clinical trials of anti-dementia therapies energises and motivates the efforts to find and optimise the most reliable early diagnostic modalities. Finally, the first studies were published addressing the potential of cost-effectiveness of the biomarkers-based diagnosis of neurodegenerative disorders."
Brain space and time in mental disorders: Paradigm shift in biological psychiatry,"Contemporary psychiatry faces serious challenges because it has failed to incorporate accumulated knowledge from basic neuroscience, neurophilosophy, and brain–mind relation studies. As a consequence, it has limited explanatory power, and effective treatment options are hard to come by. A new conceptual framework for understanding mental health based on underlying neurobiological spatial-temporal mechanisms of mental disorders (already gained by the experimental studies) is beginning to emerge."
Identifying biological markers for improved precision medicine in psychiatry,"Mental disorders represent an increasing personal and financial burden and yet treatment development has stagnated in recent decades. Current disease classifications do not reflect psychobiological mechanisms of psychopathology, nor the complex interplay of genetic and environmental factors, likely contributing to this stagnation. Ten years ago, the longitudinal IMAGEN study was designed to comprehensively incorporate neuroimaging, genetics, and environmental factors to investigate the neural basis of reinforcement-related behavior in normal adolescent development and psychopathology. In this article, we describe how insights into the psychobiological mechanisms of clinically relevant symptoms obtained by innovative integrative methodologies applied in IMAGEN have informed our current and future research aims. These aims include the identification of symptom groups that are based on shared psychobiological mechanisms and the development of markers that predict disease course and treatment response in clinical groups. These improvements in precision medicine will be achieved, in part, by employing novel methodological tools that refine the biological systems we target. We will also implement our approach in low- and medium-income countries to understand how distinct environmental, socioeconomic, and cultural conditions influence the development of psychopathology. Together, IMAGEN and related initiatives strive to reduce the burden of mental disorders by developing precision medicine approaches globally."
Precision psychiatry roadmap: towards a biology-informed framework for mental disorders,"The current classification systems for mental disorders provide a uniform symptom-based language to describe and diagnose mental disorders. Clinicians use these classifications to communicate with their patients and colleagues, to treat patients, and when applicable, to request reimbursement from payers. In clinical research and drug development, diagnostic categories are used as enrollment criteria for clinical trials and to inform prescribing information for the appropriate use of therapeutic interventions. However, like other neuropsychiatric diseases, mental disorders arise from the biology of the brain and its bidirectional interaction with the environment. Current classification systems do not reflect this knowledge. With scientific progress in neuroscience, the time has come for global stakeholders to align research efforts to work toward integrating symptomatic, biological, and behavioral information into the definition of mental disorders to advance the development of effective treatments. The European College of Neuropsychopharmacology (ECNP), following the 2024 New Frontiers Meeting, is coordinating a global initiative to design and implement a Precision Psychiatry Roadmap. By mobilizing resources and harmonizing translational methodologies and datasets, the aim is to discuss, design, and implement an iterative framework that incorporates biology-informed evidence into symptom-based syndromes, allowing for more discovery and implementation of mechanism-based effective treatments for mental disorders."
Non-mammalian models in behavioral neuroscience: consequences for biological psychiatry,"Current models in biological psychiatry focus on a handful of model species, and the majority of work relies on data generated in rodents. However, in the same sense that a comparative approach to neuroanatomy allows for the identification of patterns of brain organization, the inclusion of other species and an adoption of comparative viewpoints in behavioral neuroscience could also lead to increases in knowledge relevant to biological psychiatry. Specifically, this approach could help to identify conserved features of brain structure and behavior, as well as to understand how variation in gene expression or developmental trajectories relates to variation in brain and behavior pertinent to psychiatric disorders. To achieve this goal, the current focus on mammalian species must be expanded to include other species, including non-mammalian taxa. In this article, we review behavioral neuroscientific experiments in non-mammalian species, including traditional “model organisms” (zebrafish and Drosophila) as well as in other species which can be used as “reference.” The application of these domains in biological psychiatry and their translational relevance is considered."
World Federation of Societies of Biological Psychiatry guidelines for the pharmacological treatment of dementias in primary care,"Abstract Objective. To define a practice guideline for biological treatment of dementias for general practitioners in primary care. Methods. TThis paper is a short and practical summary of the World Federation of Biological Psychiatry (WFSBP) guidelines for the Biological treatment of Alzheimer's disease and other dementias for treatment in primary care (Ihl et al. 2011). The recommendations were developed by a task force of international experts in the field and are based on randomized controlled studies. Results. Anti-dementia medications neither cure, nor arrest, or alter the course of the disease. The type of dementia, the individual symptom constellation and the tolerability and evidence for efficacy should determine what medications should be used. In treating neuropsychiatric symptoms, psychosocial intervention should be the treatment of first choice. For neuropsychiatric symptoms, medications should only be considered when psychosocial interventions are not adequate and after cautious risk-benefit analysis. Conclusions. Depending on the diagnostic entity and clinical presentation different anti-dementia drugs can be recommended. These guidelines provide a practical approach for general practitioners managing dementias."
"Machine learning, statistical learning and the future of biological research in psychiatry","Psychiatric research has entered the age of ‘Big Data’. Datasets now routinely involve thousands of heterogeneous variables, including clinical, neuroimaging, genomic, proteomic, transcriptomic and other ‘omic’ measures. The analysis of these datasets is challenging, especially when the number of measurements exceeds the number of individuals, and may be further complicated by missing data for some subjects and variables that are highly correlated. Statistical learning-based models are a natural extension of classical statistical approaches but provide more effective methods to analyse very large datasets. In addition, the predictive capability of such models promises to be useful in developing decision support systems. That is, methods that can be introduced to clinical settings and guide, for example, diagnosis classification or personalized treatment. In this review, we aim to outline the potential benefits of statistical learning methods in clinical research. We first introduce the concept of Big Data in different environments. We then describe how modern statistical learning models can be used in practice on Big Datasets to extract relevant information. Finally, we discuss the strengths of using statistical learning in psychiatric studies, from both research and practical clinical points of view."
The World Federation of Societies of Biological Psychiatry (WFSBP) guidelines for the treatment of adolescent sexual offenders with paraphilic disorders,"Abstract The primary aim of these guidelines was to evaluate the role of pharmacological agents in the treatment of adolescents with paraphilic disorders who are also sexual offenders or at-risk of sexual offending. Psychotherapeutic and psychosocial treatments were also reviewed. Adolescents with paraphilic disorders specifically present a different therapeutic challenge as compared to adults. In part, the challenge relates to adolescents being in various stages of puberty and development, which may limit the use of certain pharmacological agents due to their potential side effects. In addition, most of the published treatment programmes have used cognitive behavioural interventions, family therapies and psychoeducational interventions. Psychological treatment is predicated in adolescents on the notion that sexually deviant behaviour can be controlled by the offender, and that more adaptive behaviours can be learned. The main purposes of these guidelines are to improve the quality of care and to aid physicians in their clinical decisions. These guidelines brought together different expert views and involved an extensive literature research. Each treatment recommendation was evaluated and discussed with respect to the strength of evidence for efficacy, safety, tolerability and feasibility. An algorithm is proposed for the treatment of paraphilic disorders in adolescent sexual offenders or those who are at risk."
Restoring the missing person to personalized medicine and precision psychiatry,"Precision psychiatry has emerged as part of the shift to personalized medicine and builds on frameworks such as the U.S. National Institute of Mental Health Research Domain Criteria (RDoC), multilevel biological “omics” data and, most recently, computational psychiatry. The shift is prompted by the realization that a one-size-fits all approach is inadequate to guide clinical care because people differ in ways that are not captured by broad diagnostic categories. One of the first steps in developing this personalized approach to treatment was the use of genetic markers to guide pharmacotherapeutics based on predictions of pharmacological response or non-response, and the potential risk of adverse drug reactions. Advances in technology have made a greater degree of specificity or precision potentially more attainable. To date, however, the search for precision has largely focused on biological parameters. Psychiatric disorders involve multi-level dynamics that require measures of phenomenological, psychological, behavioral, social structural, and cultural dimensions. This points to the need to develop more fine-grained analyses of experience, self-construal, illness narratives, interpersonal interactional dynamics, and social contexts and determinants of health. In this paper, we review the limitations of precision psychiatry arguing that it cannot reach its goal if it does not include core elements of the processes that give rise to psychopathological states, which include the agency and experience of the person. Drawing from contemporary systems biology, social epidemiology, developmental psychology, and cognitive science, we propose a cultural-ecosocial approach to integrating precision psychiatry with person-centered care."
The third wave of biological psychiatry,"In this article I will argue that we are witnessing at this moment the third wave of biological psychiatry. This framework conceptualizes mental disorders as brain disorders of a special kind that requires a multilevel approach ranging from genes to psychosocial mechanisms. In contrast to earlier biological psychiatry approaches, the mental plays a more prominent role in the third wave. This will become apparent by discussing the recent controversy evolving around the recently published DSM-5 and the competing transdiagnostic Research Domain Criteria approach of the National Institute of Mental Health that is build on concepts of cognitive neuroscience. A look at current conceptualizations in biological psychiatry as well as at some discussions in current philosophy of mind on situated cognition, reveals that the thesis, that mental brain disorders are brain disorders has to be qualified with respect to how mental states are constituted and with respect to multilevel explanations of which factors contribute to stable patterns of psychopathological signs and symptoms."
The World Federation of Societies of Biological Psychiatry (WFSBP) Guidelines for the Biological Treatment of Bipolar Disorders: Update 2012 on the long-term treatment of bipolar disorder,"Abstract Objectives. These guidelines are based on a first edition that was published in 2004, and have been edited and updated with the available scientific evidence up to October 2012. Their purpose is to supply a systematic overview of all scientific evidence pertaining to the long-term treatment of bipolar disorder in adults. Methods. Material used for these guidelines are based on a systematic literature search using various data bases. Their scientific rigor was categorised into six levels of evidence (A–F) and different grades of recommendation to ensure practicability were assigned. Results. Maintenance trial designs are complex and changed fundamentally over time; thus, it is not possible to give an overall recommendation for long-term treatment. Different scenarios have to be examined separately: Prevention of mania, depression, or an episode of any polarity, both in acute responders and in patients treated de novo. Treatment might differ in Bipolar II patients or Rapid cyclers, as well as in special subpopulations. We identified several medications preventive against new manic episodes, whereas the current state of research into the prevention of new depressive episodes is less satisfactory. Lithium continues to be the substance with the broadest base of evidence across treatment scenarios. Conclusions. Although major advances have been made since the first edition of this guideline in 2004, there are still areas of uncertainty, especially the prevention of depressive episodes and optimal long-term treatment of Bipolar II patients."
The Normative Modeling Framework for Computational Psychiatry,"Normative modeling is an emerging and innovative framework for mapping individual differences at the level of a single subject or observation in relation to a reference model. It involves charting centiles of variation across a population in terms of mappings between biology and behavior, which can then be used to make statistical inferences at the level of the individual. The fields of computational psychiatry and clinical neuroscience have been slow to transition away from patient versus ‘healthy’ control analytic approaches, probably owing to a lack of tools designed to properly model biological heterogeneity of mental disorders. Normative modeling provides a solution to address this issue and moves analysis away from case–control comparisons that rely on potentially noisy clinical labels. Here we define a standardized protocol to guide users through, from start to finish, normative modeling analysis using the Predictive Clinical Neuroscience toolkit (PCNtoolkit). We describe the input data selection process, provide intuition behind the various modeling choices and conclude by demonstrating several examples of downstream analyses that the normative model may facilitate, such as stratification of high-risk individuals, subtyping and behavioral predictive modeling. The protocol takes ~1–3 h to complete. This protocol guides the user through normative modeling analysis using the Predictive Clinical Neuroscience toolkit (PCNtoolkit), enabling individual differences to be mapped at the level of a single subject or observation in relation to a reference model."
Commentary on Henrik Walter's “The third wave of biological psychiatry”,"There is good news: “Biological psychiatry is no longer biologistic!” According to Walter (2013), a seasoned German neuroscientist, psychiatrist and philosopher, a putative “third wave” of biological psychiatry has overcome many flaws that for a long time motivated our opposition to biological psychiatry: The third wave is no longer reductionist, localizations, or ignorant toward the normative, social, and cultural dimensions of mental problems. Rather, it analyses dynamic neural network activities, distinguishes multiple levels of description and takes every kind of context dependence you name into account. Furthermore, the third wave is aware of its methodological, theoretical and therapeutic limitations; and it self-criticizes all kinds of programmatic overstatements common in thefield. In a nutshell: The third wave liberated biological psychiatry from its biologistic roots. It restricts itself to the legitimate search for the “biosignatures” of mental disorders."
"Evidence, ethics and the promise of artificial intelligence in psychiatry","Researchers are studying how artificial intelligence (AI) can be used to better detect, prognosticate and subgroup diseases. The idea that AI might advance medicine’s understanding of biological categories of psychiatric disorders, as well as provide better treatments, is appealing given the historical challenges with prediction, diagnosis and treatment in psychiatry. Given the power of AI to analyse vast amounts of information, some clinicians may feel obligated to align their clinical judgements with the outputs of the AI system. However, a potential epistemic privileging of AI in clinical judgements may lead to unintended consequences that could negatively affect patient treatment, well-being and rights. The implications are also relevant to precision medicine, digital twin technologies and predictive analytics generally. We propose that a commitment to epistemic humility can help promote judicious clinical decision-making at the interface of big data and AI in psychiatry."
Biological principles for music and mental health,"Efforts to integrate music into healthcare systems and wellness practices are accelerating but the biological foundations supporting these initiatives remain underappreciated. As a result, music-based interventions are often sidelined in medicine. Here, I bring together advances in music research from neuroscience, psychology, and psychiatry to bridge music’s specific foundations in human biology with its specific therapeutic applications. The framework I propose organizes the neurophysiological effects of music around four core elements of human musicality: tonality, rhythm, reward, and sociality. For each, I review key concepts, biological bases, and evidence of clinical benefits. Within this framework, I outline a strategy to increase music’s impact on health based on standardizing treatments and their alignment with individual differences in responsivity to these musical elements. I propose that an integrated biological understanding of human musicality—describing each element’s functional origins, development, phylogeny, and neural bases—is critical to advancing rational applications of music in mental health and wellness."
Sex/Gender as a Factor That Influences Transcranial Magnetic Stimulation Treatment Outcome: Three Potential Biological Explanations,"Repetitive transcranial magnetic stimulation (rTMS) is a non-invasive brain stimulation technique which is now being used in psychiatry clinics across the world as a therapeutic tool for a variety of neural-circuit based disorders (e.g., major depression, obsessive compulsive disorder, substance use disorders, post-traumatic stress disorder, headache, pain). The higher volume of use and publication of multiple large-scale clinical trials has provided researchers with a unique opportunity to retrospectively evaluate factors influencing TMS treatment responses in large samples of patients. While many studies have focused on TMS protocol parameters as moderators of treatment efficacy, sex/gender is another critical, often overlooked factor influencing TMS treatment outcome. Women, especially during periods of high estradiol, appear to be particularly sensitive to the therapeutic effects of rTMS. This manuscript makes a case for three potential biological explanations for these findings. Drawing on literature from cranio-facial anatomy, neuroimaging, and neuroendocrine fields, we posit that observed increases in response rates of women in clinical rTMS trials may be related to: (1) Closer proximity of the brain to the scalp at the prefrontal cortex, leading to larger TMS induced electric fields especially at the medial prefrontal cortex, (2) Greater gray matter density and gyrification in the prefrontal cortex, and (3) High levels of estradiol which facilitate cortical excitability. These biological explanations are empirical ideas which have been evaluated in laboratory studies and lend themselves to prospective evaluation in multisite clinical rTMS trials. The existing literature on this topic and these three potential biological explanations all indicate that the TMS field should routinely evaluate sex/gender (and associated biological metrics like scalp-to-cortex distance, gray matter density, estradiol/progesterone levels) as a factor that may influence treatment outcome."
